# Image: fd1440-minix.img (1474560 bytes)
# RunResult: {"executed":107917,"reason":"halt-spin-exhausted"}
# Counts: {"instruction":107916,"int":314,"trap":311,"io":981,"memWrite":1072,"intService":1}

## Section 1: Final IDT state (read from memory after boot)
Vector | Offset | Segment | Linear
  [post i=98954] INSTR 0330:26cd (059cd) bytes=83 fe 0a 75 0a b8 AX=000a BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fec DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98955] INSTR 0330:26d0 (059d0) bytes=75 0a b8 0d 00 50 AX=000a BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fec DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98956] INSTR 0330:26d2 (059d2) bytes=b8 0d 00 50 e8 ed AX=000a BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fec DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98957] INSTR 0330:26d5 (059d5) bytes=50 e8 ed ff 83 c4 AX=000d BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fec DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98958] INSTR 0330:26d6 (059d6) bytes=e8 ed ff 83 c4 02 AX=000d BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fea DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98959] INSTR 0330:26c6 (059c6) bytes=56 55 89 e5 8b 76 AX=000d BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fe8 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98960] INSTR 0330:26c7 (059c7) bytes=55 89 e5 8b 76 06 AX=000d BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fe6 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98961] INSTR 0330:26c8 (059c8) bytes=89 e5 8b 76 06 83 AX=000d BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fec SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98962] INSTR 0330:26ca (059ca) bytes=8b 76 06 83 fe 0a AX=000d BX=0022 CX=4016 DX=82bd SI=000a DI=3e1f BP=3fe4 SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98963] INSTR 0330:26cd (059cd) bytes=83 fe 0a 75 0a b8 AX=000d BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98964] INSTR 0330:26d0 (059d0) bytes=75 0a b8 0d 00 50 AX=000d BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98965] INSTR 0330:26dc (059dc) bytes=a1 ca 3c 85 c0 74 AX=000d BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98966] INSTR 0330:26df (059df) bytes=85 c0 74 0f 56 ff AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98967] INSTR 0330:26e1 (059e1) bytes=74 0f 56 ff 36 c6 AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98968] INSTR 0330:26e3 (059e3) bytes=56 ff 36 c6 37 ff AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe4 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98969] INSTR 0330:26e4 (059e4) bytes=ff 36 c6 37 ff d0 AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe2 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98970] INSTR 0330:26e8 (059e8) bytes=ff d0 83 c4 04 89 AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fe0 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98971] INSTR 0330:9f49 (0d249) bytes=56 57 55 89 e5 8b AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fde DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98972] INSTR 0330:9f4a (0d24a) bytes=57 55 89 e5 8b 7e AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fdc DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98973] INSTR 0330:9f4b (0d24b) bytes=55 89 e5 8b 7e 0a AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fda DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98974] INSTR 0330:9f4c (0d24c) bytes=89 e5 8b 7e 0a 8b AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fe4 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98975] INSTR 0330:9f4e (0d24e) bytes=8b 7e 0a 8b 46 08 AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=3e1f BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98976] INSTR 0330:9f51 (0d251) bytes=8b 46 08 b4 00 ba AX=9f49 BX=0022 CX=4016 DX=82bd SI=000d DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98977] INSTR 0330:9f54 (0d254) bytes=b4 00 ba 36 00 f7 AX=0400 BX=0022 CX=4016 DX=82bd SI=000d DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98978] INSTR 0330:9f56 (0d256) bytes=ba 36 00 f7 e2 05 AX=0000 BX=0022 CX=4016 DX=82bd SI=000d DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98979] INSTR 0330:9f59 (0d259) bytes=f7 e2 05 80 40 96 AX=0000 BX=0022 CX=4016 DX=0036 SI=000d DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98980] INSTR 0330:9f5b (0d25b) bytes=05 80 40 96 83 ff AX=0000 BX=0022 CX=4016 DX=0000 SI=000d DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f282
  [post i=98981] INSTR 0330:9f5e (0d25e) bytes=96 83 ff 0a 75 0b AX=4080 BX=0022 CX=4016 DX=0000 SI=000d DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98982] INSTR 0330:9f5f (0d25f) bytes=83 ff 0a 75 0b b8 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=98983] INSTR 0330:9f62 (0d262) bytes=75 0b b8 0d 00 50 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98984] INSTR 0330:9f6f (0d26f) bytes=57 56 e8 a8 ff 83 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98985] INSTR 0330:9f70 (0d270) bytes=56 e8 a8 ff 83 c4 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fd6 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98986] INSTR 0330:9f71 (0d271) bytes=e8 a8 ff 83 c4 04 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fd4 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98987] INSTR 0330:9f1c (0d21c) bytes=56 55 89 e5 8b 76 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fd2 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98988] INSTR 0330:9f1d (0d21d) bytes=55 89 e5 8b 76 06 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fd0 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98989] INSTR 0330:9f1e (0d21e) bytes=89 e5 8b 76 06 a1 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fd8 SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98990] INSTR 0330:9f20 (0d220) bytes=8b 76 06 a1 26 41 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98991] INSTR 0330:9f23 (0d223) bytes=a1 26 41 85 c0 75 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98992] INSTR 0330:9f26 (0d226) bytes=85 c0 75 0f ff 76 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=98993] INSTR 0330:9f28 (0d228) bytes=75 0f ff 76 08 56 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98994] INSTR 0330:9f2a (0d22a) bytes=ff 76 08 56 ff 54 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98995] INSTR 0330:9f2d (0d22d) bytes=56 ff 54 0c 83 c4 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fcc DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98996] INSTR 0330:9f2e (0d22e) bytes=ff 54 0c 83 c4 04 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fca DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98997] INSTR 0330:9e2e (0d12e) bytes=56 57 55 89 e5 1e AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fc8 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98998] INSTR 0330:9e2f (0d12f) bytes=57 55 89 e5 1e 1e AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fc6 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=98999] INSTR 0330:9e30 (0d130) bytes=55 89 e5 1e 1e 8b AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fc4 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99000] INSTR 0330:9e31 (0d131) bytes=89 e5 1e 1e 8b 76 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fce SP=3fc2 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99001] INSTR 0330:9e33 (0d133) bytes=1e 1e 8b 76 08 8b AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fc2 SP=3fc2 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99002] INSTR 0330:9e34 (0d134) bytes=1e 8b 76 08 8b 46 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fc2 SP=3fc0 DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99003] INSTR 0330:9e35 (0d135) bytes=8b 76 08 8b 46 0a AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99004] INSTR 0330:9e38 (0d138) bytes=8b 46 0a 8b 54 02 AX=0000 BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99005] INSTR 0330:9e3b (0d13b) bytes=8b 54 02 4a 89 56 AX=000d BX=0022 CX=4016 DX=0000 SI=4080 DI=000d BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99006] INSTR 0330:9e3e (0d13e) bytes=4a 89 56 fe 8b 3c AX=000d BX=0022 CX=4016 DX=0019 SI=4080 DI=000d BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99007] INSTR 0330:9e3f (0d13f) bytes=89 56 fe 8b 3c 83 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99008] INSTR 0330:9e42 (0d142) bytes=8b 3c 83 f8 09 75 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99009] INSTR 0330:9e44 (0d144) bytes=83 f8 09 75 03 e9 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99010] INSTR 0330:9e47 (0d147) bytes=75 03 e9 a3 00 7f AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99011] INSTR 0330:9e4c (0d14c) bytes=7f 4c 83 f8 07 74 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99012] INSTR 0330:9e9a (0d19a) bytes=83 f8 0d 74 6b 83 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99013] INSTR 0330:9e9d (0d19d) bytes=74 6b 83 f8 1b 74 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99014] INSTR 0330:9f0a (0d20a) bytes=c6 44 0b 00 c7 44 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99015] INSTR 0330:9f0e (0d20e) bytes=c7 44 04 00 00 eb AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99016] INSTR 0330:9f13 (0d213) bytes=eb a0 c7 44 0c 79 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99017] INSTR 0330:9eb5 (0d1b5) bytes=8b 46 fe 3b 44 06 AX=000d BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99018] INSTR 0330:9eb8 (0d1b8) bytes=3b 44 06 7d 10 31 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f246
  [post i=99019] INSTR 0330:9ebb (0d1bb) bytes=7d 10 31 c0 50 56 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99020] INSTR 0330:9ecd (0d1cd) bytes=89 ec 5d 5f 5e c3 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fbe DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99021] INSTR 0330:9ecf (0d1cf) bytes=5d 5f 5e c3 c6 44 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fc2 SP=3fc2 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99022] INSTR 0330:9ed0 (0d1d0) bytes=5f 5e c3 c6 44 0b AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=0050 BP=3fce SP=3fc4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99023] INSTR 0330:9ed1 (0d1d1) bytes=5e c3 c6 44 0b 00 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fce SP=3fc6 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99024] INSTR 0330:9ed2 (0d1d2) bytes=c3 c6 44 0b 00 8b AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fce SP=3fc8 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99025] INSTR 0330:9f31 (0d231) bytes=83 c4 04 89 ec 5d AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fce SP=3fca DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99026] INSTR 0330:9f34 (0d234) bytes=89 ec 5d 5e c3 39 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fce SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99027] INSTR 0330:9f36 (0d236) bytes=5d 5e c3 39 f0 74 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fce SP=3fce DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99028] INSTR 0330:9f37 (0d237) bytes=5e c3 39 f0 74 f7 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fd8 SP=3fd0 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99029] INSTR 0330:9f38 (0d238) bytes=c3 39 f0 74 f7 b8 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fd8 SP=3fd2 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99030] INSTR 0330:9f74 (0d274) bytes=83 c4 04 89 76 08 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fd8 SP=3fd4 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99031] INSTR 0330:9f77 (0d277) bytes=89 76 08 89 ec 5d AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99032] INSTR 0330:9f7a (0d27a) bytes=89 ec 5d 5f 5e e9 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99033] INSTR 0330:9f7c (0d27c) bytes=5d 5f 5e e9 2b fc AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fd8 SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99034] INSTR 0330:9f7d (0d27d) bytes=5f 5e e9 2b fc 56 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=000d BP=3fe4 SP=3fda DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99035] INSTR 0330:9f7e (0d27e) bytes=5e e9 2b fc 56 55 AX=0018 BX=0022 CX=4016 DX=0018 SI=4080 DI=3e1f BP=3fe4 SP=3fdc DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99036] INSTR 0330:9f7f (0d27f) bytes=e9 2b fc 56 55 89 AX=0018 BX=0022 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fe4 SP=3fde DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99037] INSTR 0330:9bad (0cead) bytes=57 55 89 e5 1e 8b AX=0018 BX=0022 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fe4 SP=3fde DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99038] INSTR 0330:9bae (0ceae) bytes=55 89 e5 1e 8b 5e AX=0018 BX=0022 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fe4 SP=3fdc DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99039] INSTR 0330:9baf (0ceaf) bytes=89 e5 1e 8b 5e 06 AX=0018 BX=0022 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fe4 SP=3fda DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99040] INSTR 0330:9bb1 (0ceb1) bytes=1e 8b 5e 06 8b 07 AX=0018 BX=0022 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fda SP=3fda DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99041] INSTR 0330:9bb2 (0ceb2) bytes=8b 5e 06 8b 07 f7 AX=0018 BX=0022 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99042] INSTR 0330:9bb5 (0ceb5) bytes=8b 07 f7 67 06 03 AX=0018 BX=4080 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99043] INSTR 0330:9bb7 (0ceb7) bytes=f7 67 06 03 47 04 AX=0050 BX=4080 CX=4016 DX=0018 SI=000d DI=3e1f BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99044] INSTR 0330:9bba (0ceba) bytes=03 47 04 03 47 10 AX=0190 BX=4080 CX=4016 DX=0000 SI=000d DI=3e1f BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99045] INSTR 0330:9bbd (0cebd) bytes=03 47 10 89 46 fe AX=0190 BX=4080 CX=4016 DX=0000 SI=000d DI=3e1f BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99046] INSTR 0330:9bc0 (0cec0) bytes=89 46 fe 8b 7f 12 AX=0190 BX=4080 CX=4016 DX=0000 SI=000d DI=3e1f BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99047] INSTR 0330:9bc3 (0cec3) bytes=8b 7f 12 b0 0e 89 AX=0190 BX=4080 CX=4016 DX=0000 SI=000d DI=3e1f BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99048] INSTR 0330:9bc6 (0cec6) bytes=b0 0e 89 fa ee 89 AX=0190 BX=4080 CX=4016 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99049] INSTR 0330:9bc8 (0cec8) bytes=89 fa ee 89 fb 43 AX=010e BX=4080 CX=4016 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99050] INSTR 0330:9bca (0ceca) bytes=ee 89 fb 43 8b 46 AX=010e BX=4080 CX=4016 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99051] IO   OUT.b port=0000 value=0e
  [post i=99052] INSTR 0330:9bcb (0cecb) bytes=89 fb 43 8b 46 fe AX=010e BX=4080 CX=4016 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99053] INSTR 0330:9bcd (0cecd) bytes=43 8b 46 fe b1 08 AX=010e BX=0000 CX=4016 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f206
  [post i=99054] INSTR 0330:9bce (0cece) bytes=8b 46 fe b1 08 d3 AX=010e BX=0001 CX=4016 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99055] INSTR 0330:9bd1 (0ced1) bytes=b1 08 d3 e8 89 da AX=0190 BX=0001 CX=4016 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99056] INSTR 0330:9bd3 (0ced3) bytes=d3 e8 89 da ee b0 AX=0190 BX=0001 CX=4008 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f202
  [post i=99057] INSTR 0330:9bd5 (0ced5) bytes=89 da ee b0 0f 89 AX=0001 BX=0001 CX=4008 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99058] INSTR 0330:9bd7 (0ced7) bytes=ee b0 0f 89 fa ee AX=0001 BX=0001 CX=4008 DX=0001 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99059] IO   OUT.b port=0001 value=01
  [post i=99060] INSTR 0330:9bd8 (0ced8) bytes=b0 0f 89 fa ee 8a AX=0001 BX=0001 CX=4008 DX=0001 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99061] INSTR 0330:9bda (0ceda) bytes=89 fa ee 8a 46 fe AX=000f BX=0001 CX=4008 DX=0001 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99062] INSTR 0330:9bdc (0cedc) bytes=ee 8a 46 fe 89 da AX=000f BX=0001 CX=4008 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99063] IO   OUT.b port=0000 value=0f
  [post i=99064] INSTR 0330:9bdd (0cedd) bytes=8a 46 fe 89 da ee AX=000f BX=0001 CX=4008 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99065] INSTR 0330:9be0 (0cee0) bytes=89 da ee 89 ec 5d AX=0090 BX=0001 CX=4008 DX=0000 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99066] INSTR 0330:9be2 (0cee2) bytes=ee 89 ec 5d 5f c3 AX=0090 BX=0001 CX=4008 DX=0001 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99067] IO   OUT.b port=0001 value=90
  [post i=99068] INSTR 0330:9be3 (0cee3) bytes=89 ec 5d 5f c3 57 AX=0090 BX=0001 CX=4008 DX=0001 SI=000d DI=0000 BP=3fda SP=3fd8 DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99069] INSTR 0330:9be5 (0cee5) bytes=5d 5f c3 57 55 89 AX=0090 BX=0001 CX=4008 DX=0001 SI=000d DI=0000 BP=3fda SP=3fda DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99070] INSTR 0330:9be6 (0cee6) bytes=5f c3 57 55 89 e5 AX=0090 BX=0001 CX=4008 DX=0001 SI=000d DI=0000 BP=3fe4 SP=3fdc DS=19f2 ES=19f2 SS=19f2 F=f203
  [post i=99071] INSTR 0330:9be7 (0cee7) bytes=c3 57 55 89 e5 1e AX=0090 BX=0001 CX=4008 DX=0001 SI=000d DI=3e1f BP=3fe4 SP=3fde DS=19f2 ES=19f2 SS=19f2 F=f203
